x1,y1,x2,y2,x3,y3,vx1,vy1,vx2,vy2,vx3,vy3
1.0,0.0,-0.4211093778393623,0.5770033341211731,-0.5788906221606377,-0.5770033341211731,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1893685953756596,0.09404492505968468,-0.8106314046243404,-0.09404492505968468,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2962134180500376,0.36562909896703893,-0.7037865819499625,-0.36562909896703893,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2302728194092008,0.38452799566130985,-0.7697271805907993,-0.38452799566130985,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.16538532016523882,0.08163967976412562,-0.8346146798347611,-0.08163967976412562,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.023963204945343763,0.1772143444879816,-0.9760367950546562,-0.1772143444879816,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.387864021682465,0.20990325013905664,-0.6121359783175351,-0.20990325013905664,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.49526554346837587,0.5694388053342895,-0.5047344565316241,-0.5694388053342895,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.28329419527813693,0.10555495144415619,-0.7167058047218631,-0.10555495144415619,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.40288107670901546,0.09981064113626707,-0.5971189232909846,-0.09981064113626707,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.05343312270179255,0.49819143053550896,-0.9465668772982074,-0.49819143053550896,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0072135348787804145,0.4191105221530875,-0.9927864651212196,-0.4191105221530875,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1800478749017803,0.22749468387674987,-0.8199521250982197,-0.22749468387674987,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0019676647556862666,0.24922161845568813,-0.9980323352443138,-0.24922161845568813,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.16416323874837196,0.08830300178829534,-0.835836761251628,-0.08830300178829534,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.18286324200018245,0.15678928727608463,-0.8171367579998176,-0.15678928727608463,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0894901019386248,0.32094642159074516,-0.9105098980613752,-0.32094642159074516,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.14760010943309446,0.3242151556660462,-0.8523998905669056,-0.3242151556660462,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.15425273261918537,0.0661387619287121,-0.8457472673808146,-0.0661387619287121,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08736928417467599,0.04420446220204829,-0.912630715825324,-0.04420446220204829,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3896114535064695,0.6446750042563795,-0.6103885464935306,-0.6446750042563795,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.32324296391704926,0.2830654329267008,-0.6767570360829507,-0.2830654329267008,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08890344758947621,0.15261375894171328,-0.9110965524105238,-0.15261375894171328,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.22149274792938833,0.017449423116561988,-0.7785072520706117,-0.017449423116561988,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.09181702922550447,0.45611710368053626,-0.9081829707744955,-0.45611710368053626,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.19887214418780308,0.3338024088668187,-0.8011278558121969,-0.3338024088668187,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10475034997791188,0.17299168179860083,-0.8952496500220881,-0.17299168179860083,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.11538045343509912,0.18171111922087116,-0.8846195465649009,-0.18171111922087116,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17635500065007073,0.6043247488828886,-0.8236449993499293,-0.6043247488828886,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.20705553442192898,0.6464267001274048,-0.7929444655780711,-0.6464267001274048,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.21105721667333632,0.13940389787973237,-0.7889427833266637,-0.13940389787973237,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.39605759223923065,0.7559706977137028,-0.6039424077607694,-0.7559706977137028,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.24956967555264337,0.27539771026579385,-0.7504303244473567,-0.27539771026579385,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.31986911591486206,0.11999852192819759,-0.6801308840851379,-0.11999852192819759,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.19671493100290938,0.1640004365584964,-0.8032850689970906,-0.1640004365584964,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.006525630688974664,0.5759822176475636,-0.9934743693110253,-0.5759822176475636,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3913282159860689,0.5425908446942025,-0.6086717840139311,-0.5425908446942025,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.48697915299512806,0.6951058891512857,-0.5130208470048719,-0.6951058891512857,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.38893558627220925,0.8459205389352721,-0.6110644137277907,-0.8459205389352721,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.42789087493955474,0.268743994664707,-0.5721091250604453,-0.268743994664707,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17766536655714893,0.1872894085782955,-0.8223346334428511,-0.1872894085782955,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3637356899276918,0.580842881929529,-0.6362643100723082,-0.580842881929529,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1634405443260883,0.12723495051780842,-0.8365594556739118,-0.12723495051780842,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0677691586058794,0.028716505598693317,-0.9322308413941206,-0.028716505598693317,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.015697789054168687,0.0016783236494224089,-0.9843022109458313,-0.0016783236494224089,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.48020985916494296,0.5290360868903795,-0.519790140835057,-0.5290360868903795,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2855501395971093,0.8394885087737205,-0.7144498604028907,-0.8394885087737205,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4641110463120447,0.3324234842270429,-0.5358889536879553,-0.3324234842270429,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4200681004363499,0.6986226881562728,-0.5799318995636501,-0.6986226881562728,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3979891765260952,0.6086163032137304,-0.6020108234739048,-0.6086163032137304,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4576944085441175,0.04636287035257154,-0.5423055914558825,-0.04636287035257154,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10920081224813089,0.07667802546555663,-0.8907991877518691,-0.07667802546555663,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10642108455000905,0.28388935676532456,-0.8935789154499909,-0.28388935676532456,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.15639879317691402,0.2491960096345639,-0.843601206823086,-0.2491960096345639,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.427931192198405,0.6116002069023946,-0.572068807801595,-0.6116002069023946,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.19897856702862687,0.18602144829426334,-0.8010214329713732,-0.18602144829426334,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.11499043404168485,0.27401409270510935,-0.8850095659583151,-0.27401409270510935,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3448495363037059,0.5448401181185669,-0.6551504636962941,-0.5448401181185669,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.31345807108699003,0.10467892317109809,-0.6865419289130099,-0.10467892317109809,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.27828675595214714,0.3207722233924111,-0.7217132440478529,-0.3207722233924111,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1586795653894853,0.007270089702280572,-0.8413204346105148,-0.007270089702280572,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.177518960846476,0.1571896054441647,-0.822481039153524,-0.1571896054441647,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3894897596271148,0.17384538702239216,-0.6105102403728853,-0.17384538702239216,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.42584616214871457,0.17921335441812047,-0.5741538378512854,-0.17921335441812047,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.23526301418113432,0.09365171591600396,-0.7647369858188657,-0.09365171591600396,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08694537124307788,0.029659251866509365,-0.9130546287569221,-0.029659251866509365,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.13139806171524865,0.6252238382088511,-0.8686019382847514,-0.6252238382088511,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1806025908116904,0.22651144416471403,-0.8193974091883096,-0.22651144416471403,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3947892817828082,0.24048977515297157,-0.6052107182171917,-0.24048977515297157,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.23332414499828807,0.606290297953549,-0.7666758550017119,-0.606290297953549,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.01794355201675024,0.004477076464832432,-0.9820564479832498,-0.004477076464832432,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1322604559244716,0.046063485821691015,-0.8677395440755284,-0.046063485821691015,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3301991007417757,0.2507799618950225,-0.6698008992582243,-0.2507799618950225,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.23761033276138793,0.15340154940520473,-0.7623896672386121,-0.15340154940520473,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.021079534768162322,0.016637031049401688,-0.9789204652318377,-0.016637031049401688,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10625559055486862,0.23050818358688022,-0.8937444094451313,-0.23050818358688022,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.18716561934081205,0.2196408908782429,-0.812834380659188,-0.2196408908782429,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.45472799304520073,0.6479055192924725,-0.5452720069547993,-0.6479055192924725,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0017208252864113372,0.27704752720719455,-0.9982791747135886,-0.27704752720719455,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1589168950517671,0.18245027769442893,-0.8410831049482329,-0.18245027769442893,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3346135145922663,0.6202032639071412,-0.6653864854077337,-0.6202032639071412,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4979889343554707,0.7290718428514122,-0.5020110656445294,-0.7290718428514122,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-8.834968684973143e-05,0.0010884222149584357,-0.9999116503131502,-0.0010884222149584357,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.039477611901745924,0.07147704671621266,-0.9605223880982541,-0.07147704671621266,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0963565107981258,0.04796003903799862,-0.9036434892018742,-0.04796003903799862,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0012399294766796004,0.02778087712246957,-0.9987600705233204,-0.02778087712246957,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.21189513183223718,0.0974822385865266,-0.7881048681677628,-0.0974822385865266,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.31505974142436416,0.7212176575759232,-0.6849402585756359,-0.7212176575759232,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.012142001468816,0.010237187101604279,-0.987857998531184,-0.010237187101604279,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.051222838894087686,0.045696003568153586,-0.9487771611059124,-0.045696003568153586,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.22910209307281976,0.32303117590230784,-0.7708979069271802,-0.32303117590230784,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1341689359787192,0.6304741819140685,-0.8658310640212807,-0.6304741819140685,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.43580496944837166,0.7341569958132429,-0.5641950305516283,-0.7341569958132429,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.451456004947687,0.7031863087481968,-0.548543995052313,-0.7031863087481968,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.0110596756094598,0.4006338401613606,-0.9889403243905402,-0.4006338401613606,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2127906165808315,0.41965123620941236,-0.7872093834191685,-0.41965123620941236,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.44458827669448997,0.2267624957724523,-0.55541172330551,-0.2267624957724523,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.43413538099384336,0.48843242911579565,-0.5658646190061567,-0.48843242911579565,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.00369076552600729,0.1522971282913531,-0.9963092344739927,-0.1522971282913531,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.09681530039273992,0.5058874301249345,-0.9031846996072601,-0.5058874301249345,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4820480931986644,0.18608392300389182,-0.5179519068013356,-0.18608392300389182,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.45718940982672757,0.4368335532762982,-0.5428105901732725,-0.4368335532762982,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.07209817403608788,0.9783035104785686,-0.9279018259639121,-0.9783035104785686,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.23354695505600287,0.1628140227845132,-0.7664530449439971,-0.1628140227845132,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.166962239803512,0.26829701621263813,-0.833037760196488,-0.26829701621263813,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.27348592889544465,0.165664416623793,-0.7265140711045553,-0.165664416623793,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08519111509653426,0.034128305700302466,-0.9148088849034657,-0.034128305700302466,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.19842054218209715,0.30011335292739055,-0.8015794578179029,-0.30011335292739055,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.38216365410809944,0.6502425777992585,-0.6178363458919005,-0.6502425777992585,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.03820756367165795,0.048486699522629476,-0.9617924363283421,-0.048486699522629476,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17510292505283115,0.25611010569088294,-0.8248970749471689,-0.25611010569088294,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.25674654163306493,0.05940350056532512,-0.743253458366935,-0.05940350056532512,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.38939862602828407,0.14426564071950682,-0.610601373971716,-0.14426564071950682,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.04165930445887835,0.85483354315162,-0.9583406955411217,-0.85483354315162,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2627077857363526,0.13863116705766446,-0.7372922142636473,-0.13863116705766446,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4334109164364279,0.5809236629053681,-0.5665890835635721,-0.5809236629053681,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.09941679843899556,0.8847104935832324,-0.9005832015610045,-0.8847104935832324,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17603982151188416,0.6067497741804517,-0.8239601784881159,-0.6067497741804517,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.16765510006477097,0.20055454148514126,-0.832344899935229,-0.20055454148514126,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.13266321758573763,0.19675318329513275,-0.8673367824142624,-0.19675318329513275,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.035062958978655474,0.15332292058428298,-0.9649370410213445,-0.15332292058428298,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.151724348157188,0.16363545629052353,-0.8482756518428121,-0.16363545629052353,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.33264129746948545,0.09947235283698326,-0.6673587025305145,-0.09947235283698326,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1259353812728658,0.19351554738718407,-0.8740646187271341,-0.19351554738718407,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17819242043509573,0.35636822863013906,-0.8218075795649042,-0.35636822863013906,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.012072960719085313,0.009868229973949878,-0.9879270392809147,-0.009868229973949878,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.029486209415623355,0.01657576686683752,-0.9705137905843766,-0.01657576686683752,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.22955122575557063,0.49825330122832856,-0.7704487742444294,-0.49825330122832856,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.17725767261595987,0.19308832505241127,-0.8227423273840402,-0.19308832505241127,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1975884650727722,0.5668162201301362,-0.8024115349272278,-0.5668162201301362,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.32921745286221016,0.4527636717474882,-0.6707825471377898,-0.4527636717474882,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3276050667717149,0.546842882666882,-0.672394933228285,-0.546842882666882,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.15682900553214119,0.0017366427401797977,-0.8431709944678588,-0.0017366427401797977,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08192474897916228,0.33719226077764736,-0.9180752510208378,-0.33719226077764736,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4586662902940365,0.5204494834551764,-0.5413337097059635,-0.5204494834551764,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.490543060408514,0.8062765764946278,-0.5094569395914861,-0.8062765764946278,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3312869440685565,0.4803753963205341,-0.6687130559314435,-0.4803753963205341,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10811629627997715,0.34625943456524955,-0.8918837037200229,-0.34625943456524955,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3823652287463089,0.4133338739603708,-0.6176347712536912,-0.4133338739603708,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.12128781746311972,0.6590781321761117,-0.8787121825368803,-0.6590781321761117,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2676980675268502,0.4290175381444086,-0.7323019324731498,-0.4290175381444086,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.2421092799199419,0.28183143014088474,-0.7578907200800581,-0.28183143014088474,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.14002233762979482,0.09170837649116546,-0.8599776623702051,-0.09170837649116546,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.001930109009014601,0.22881505030707505,-0.9980698909909854,-0.22881505030707505,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.398056155224479,0.26784612579701106,-0.601943844775521,-0.26784612579701106,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.20163326182026464,0.30642280629666063,-0.7983667381797354,-0.30642280629666063,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.03206106625703487,0.4219927281818981,-0.9679389337429651,-0.4219927281818981,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.07510090775725398,0.04276893344657059,-0.924899092242746,-0.04276893344657059,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3047929384224398,0.1344222090349099,-0.6952070615775602,-0.1344222090349099,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.31438949638857583,0.07568637188787485,-0.6856105036114242,-0.07568637188787485,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.16553827744804764,0.6144063011799583,-0.8344617225519524,-0.6144063011799583,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.25560651842230286,0.3035152107198517,-0.7443934815776971,-0.3035152107198517,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.12072956868593461,0.9126377605509117,-0.8792704313140653,-0.9126377605509117,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3380748593383982,0.23724441150955614,-0.6619251406616018,-0.23724441150955614,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.004128089033012534,0.01713513220178494,-0.9958719109669875,-0.01713513220178494,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08015700956933701,0.1707555010137803,-0.919842990430663,-0.1707555010137803,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3848514688244201,0.5719836170799905,-0.6151485311755799,-0.5719836170799905,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.28329659610185715,0.14968155694948865,-0.7167034038981428,-0.14968155694948865,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.26712418065672244,0.27143079946210147,-0.7328758193432776,-0.27143079946210147,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.19886729471528397,0.3333220188165152,-0.801132705284716,-0.3333220188165152,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.047370269258506424,0.586600758818666,-0.9526297307414936,-0.586600758818666,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.33712124304743596,0.4807713021420913,-0.662878756952564,-0.4807713021420913,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.15553738944943796,0.4056689948950916,-0.844462610550562,-0.4056689948950916,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4969009071853795,0.5285556403559573,-0.5030990928146205,-0.5285556403559573,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.37329939981942045,0.25798591662966974,-0.6267006001805795,-0.25798591662966974,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.47207275107880886,0.5434059922982898,-0.5279272489211911,-0.5434059922982898,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.1821976498984511,0.640186262477429,-0.8178023501015489,-0.640186262477429,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.31736973318640654,0.06658957240890277,-0.6826302668135935,-0.06658957240890277,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4448742656620515,0.79121134999368,-0.5551257343379485,-0.79121134999368,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.04659362748226698,0.15606916656279304,-0.953406372517733,-0.15606916656279304,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.3951969753636673,0.15624761248445895,-0.6048030246363327,-0.15624761248445895,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.09738190982526466,0.8761993841180524,-0.9026180901747354,-0.8761993841180524,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4312192174122645,0.43502885897727744,-0.5687807825877356,-0.43502885897727744,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.011290844273213635,0.6143251209786348,-0.9887091557267864,-0.6143251209786348,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4921503571613038,0.49548837268555473,-0.5078496428386963,-0.49548837268555473,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.23190323729223425,0.4258474575945891,-0.7680967627077657,-0.4258474575945891,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.13153395566561327,0.036813227439780404,-0.8684660443343868,-0.036813227439780404,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.21253177331502682,0.04608766934830427,-0.7874682266849732,-0.04608766934830427,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.10378633410076786,0.8667696037861153,-0.8962136658992321,-0.8667696037861153,0.0,0.0,0.0,0.0,0.0,0.0
